Event,Edition,Date/time
CTM Masters,Dec-17,1/12/2017 18:40
CTM Masters,Dec-17,1/12/2017 19:00
CTM Masters,Dec-17,1/12/2017 19:20
CTM Masters,Dec-17,1/12/2017 19:40
CTM Masters,Dec-17,1/12/2017 20:00
CTM Masters,Dec-17,1/12/2017 20:20
CTM Masters,Dec-17,1/12/2017 20:40
CTM Masters,Dec-17,1/12/2017 21:00
CTM Masters,Dec-17,1/12/2017 21:20
CTM Masters,Dec-17,1/12/2017 21:40
CTM Masters,Dec-17,1/12/2017 22:00
CTM Masters,Dec-17,1/12/2017 22:20
CTM Masters,Jan-18,6/1/2018 18:00
CTM Masters,Jan-18,6/1/2018 18:20
CTM Masters,Jan-18,6/1/2018 18:40
CTM Masters,Jan-18,6/1/2018 19:00
CTM Masters,Jan-18,6/1/2018 19:20
CTM Masters,Jan-18,6/1/2018 19:40
CTM Masters,Jan-18,6/1/2018 20:00
CTM Masters,Jan-18,6/1/2018 20:20
CTM Masters,Jan-18,6/1/2018 20:40
CTM Masters,Jan-18,6/1/2018 21:00
CTM Masters,Jan-18,6/1/2018 21:20
CTM Masters,Jan-18,6/1/2018 21:40
CTM Masters,Jan-18,6/1/2018 22:00
CTM Masters,Jan-18,6/1/2018 22:20
CTM Masters,Jan-18,6/1/2018 22:40
AGDQ,2018,9/1/2018 20:00
AGDQ,2018,9/1/2018 20:00
AGDQ,2018,9/1/2018 20:00
AGDQ,2018,9/1/2018 20:00
AGDQ,2018,9/1/2018 20:00
AGDQ,2018,9/1/2018 20:00
AGDQ,2018,9/1/2018 20:00
AGDQ,2018,9/1/2018 20:30
AGDQ,2018,9/1/2018 20:30
AGDQ,2018,9/1/2018 20:30
AGDQ,2018,9/1/2018 21:00
AGDQ,2018,9/1/2018 21:00
AGDQ,2018,9/1/2018 21:00
AGDQ,2018,9/1/2018 21:00
AGDQ,2018,9/1/2018 21:30
AGDQ,2018,9/1/2018 21:30
AGDQ,2018,9/1/2018 21:30
AGDQ,2018,9/1/2018 21:30
AGDQ,2018,9/1/2018 22:00
AGDQ,2018,9/1/2018 22:00
AGDQ,2018,9/1/2018 22:00
AGDQ,2018,9/1/2018 22:00
AGDQ,2018,9/1/2018 22:30
AGDQ,2018,9/1/2018 22:30
AGDQ,2018,9/1/2018 23:00
AGDQ,2018,9/1/2018 23:00
AGDQ,2018,9/1/2018 23:30
AGDQ,2018,10/1/2018 0:00
CTWQ WestCoast,2018,21/01/2018 12:00:00
CTWQ WestCoast,2018,21/01/2018 12:00:00
CTWQ WestCoast,2018,21/01/2018 12:00:00
CTWQ WestCoast,2018,21/01/2018 12:00:00
CTWQ WestCoast,2018,21/01/2018 13:00:00
CTWQ WestCoast,2018,21/01/2018 13:00:00
CTWQ WestCoast,2018,21/01/2018 14:00:00
CTM Masters,Feb-18,3/2/2018 18:00
CTM Masters,Feb-18,3/2/2018 18:20
CTM Masters,Feb-18,3/2/2018 18:40
CTM Masters,Feb-18,3/2/2018 19:00
CTM Masters,Feb-18,3/2/2018 19:20
CTM Masters,Feb-18,3/2/2018 19:40
CTM Masters,Feb-18,3/2/2018 20:00
CTM Masters,Feb-18,3/2/2018 20:20
CTM Masters,Feb-18,3/2/2018 20:40
CTM Masters,Feb-18,3/2/2018 21:00
CTM Masters,Feb-18,3/2/2018 21:20
CTM Masters,Feb-18,3/2/2018 21:40
CTM Masters,Feb-18,3/2/2018 22:00
CTM Masters,Feb-18,3/2/2018 22:20
CTM Masters,Feb-18,3/2/2018 22:40
CTM Masters,Mar-18,3/3/2018 18:00
CTM Masters,Mar-18,3/3/2018 18:20
CTM Masters,Mar-18,3/3/2018 18:40
CTM Masters,Mar-18,3/3/2018 19:00
CTM Masters,Mar-18,3/3/2018 19:20
CTM Masters,Mar-18,3/3/2018 19:40
CTM Masters,Mar-18,3/3/2018 20:00
CTM Masters,Mar-18,3/3/2018 20:20
CTM Masters,Mar-18,3/3/2018 20:40
CTM Masters,Mar-18,3/3/2018 21:00
CTM Masters,Mar-18,3/3/2018 21:20
CTM Masters,Mar-18,3/3/2018 21:40
CTM Masters,Mar-18,3/3/2018 22:00
CTWQ MidEast,2018,7/4/2018 12:00
CTWQ MidEast,2018,7/4/2018 12:00
CTWQ MidEast,2018,7/4/2018 12:00
CTWQ MidEast,2018,7/4/2018 12:00
CTWQ MidEast,2018,7/4/2018 13:00
CTWQ MidEast,2018,7/4/2018 13:00
CTWQ MidEast,2018,7/4/2018 14:00
CTM Masters,Apr-18,7/4/2018 18:00
CTM Masters,Apr-18,7/4/2018 18:20
CTM Masters,Apr-18,7/4/2018 18:40
CTM Masters,Apr-18,7/4/2018 19:00
CTM Masters,Apr-18,7/4/2018 19:20
CTM Masters,Apr-18,7/4/2018 19:40
CTM Masters,Apr-18,7/4/2018 20:00
CTM Masters,Apr-18,7/4/2018 20:20
CTM Masters,Apr-18,7/4/2018 20:40
CTM Masters,Apr-18,7/4/2018 21:00
CTM Masters,Apr-18,7/4/2018 21:20
CTM Masters,Apr-18,7/4/2018 21:40
CTM Masters,Apr-18,7/4/2018 22:00
CTM Masters,Apr-18,7/4/2018 22:20
CTM Masters,Apr-18,7/4/2018 22:40
Canada Manitoba,2018,22/04/2018 17:00:00
Canada Manitoba,2018,22/04/2018 17:00:00
Canada Manitoba,2018,22/04/2018 17:00:00
Canada Manitoba,2018,22/04/2018 17:00:00
Canada Manitoba,2018,22/04/2018 17:00:00
Canada Manitoba,2018,22/04/2018 17:00:00
Canada Manitoba,2018,22/04/2018 17:00:00
Canada Manitoba,2018,22/04/2018 17:00:00
Canada Manitoba,2018,22/04/2018 18:00:00
Canada Manitoba,2018,22/04/2018 18:00:00
Canada Manitoba,2018,22/04/2018 18:00:00
Canada Manitoba,2018,22/04/2018 18:00:00
Canada Manitoba,2018,22/04/2018 19:00:00
Canada Manitoba,2018,22/04/2018 19:00:00
Canada Manitoba,2018,22/04/2018 20:00:00
CTM Masters,May-18,5/5/2018 18:00
CTM Masters,May-18,5/5/2018 18:20
CTM Masters,May-18,5/5/2018 18:40
CTM Masters,May-18,5/5/2018 19:00
CTM Masters,May-18,5/5/2018 19:20
CTM Masters,May-18,5/5/2018 19:40
CTM Masters,May-18,5/5/2018 20:00
CTM Masters,May-18,5/5/2018 20:20
CTM Masters,May-18,5/5/2018 20:40
CTM Masters,May-18,5/5/2018 21:00
CTM Masters,May-18,5/5/2018 21:20
CTM Masters,May-18,5/5/2018 21:40
CTM Masters,May-18,5/5/2018 22:00
CTM Masters,May-18,5/5/2018 22:20
CTM Masters,Jun-18,2/6/2018 18:00
CTM Masters,Jun-18,2/6/2018 18:20
CTM Masters,Jun-18,2/6/2018 18:40
CTM Masters,Jun-18,2/6/2018 19:00
CTM Masters,Jun-18,2/6/2018 19:20
CTM Masters,Jun-18,2/6/2018 19:40
CTM Masters,Jun-18,2/6/2018 20:00
CTM Masters,Jun-18,2/6/2018 20:20
CTM Masters,Jun-18,2/6/2018 20:40
CTM Masters,Jun-18,2/6/2018 21:00
CTM Masters,Jun-18,2/6/2018 21:20
SGDQ,2018,26/06/2018 18:00:00
SGDQ,2018,26/06/2018 18:00:00
SGDQ,2018,26/06/2018 18:30:00
SGDQ,2018,26/06/2018 18:30:00
SGDQ,2018,26/06/2018 19:00:00
SGDQ,2018,26/06/2018 19:00:00
SGDQ,2018,26/06/2018 19:00:00
SGDQ,2018,26/06/2018 19:30:00
SGDQ,2018,26/06/2018 20:00:00
SGDQ,2018,26/06/2018 20:30:00
CTM Masters,Jul-18,7/7/2018 20:00
CTM Masters,Jul-18,7/7/2018 20:20
CTM Masters,Jul-18,7/7/2018 20:40
CTM Masters,Jul-18,7/7/2018 21:00
CTM Masters,Jul-18,7/7/2018 21:20
CTM Masters,Jul-18,7/7/2018 21:40
CTM Masters,Jul-18,7/7/2018 22:00
NeoGeo HongKong,2018 A,27/07/2018 12:00:00
NeoGeo HongKong,2018 A,27/07/2018 12:20:00
NeoGeo HongKong,2018 A,27/07/2018 12:40:00
NeoGeo HongKong,2018 A,27/07/2018 13:00:00
NeoGeo HongKong,2018 A,27/07/2018 13:20:00
NeoGeo HongKong,2018 A,27/07/2018 13:40:00
NeoGeo HongKong,2018 A,27/07/2018 14:00:00
CTWQ EastCoast,2018,28/07/2018 12:00:00
CTWQ Southern,2018,28/07/2018 12:00:00
CTWQ Southern,2018,28/07/2018 12:00:00
CTWQ Southern,2018,28/07/2018 12:00:00
CTWQ EastCoast,2018,28/07/2018 12:00:00
CTWQ Southern,2018,28/07/2018 12:00:00
CTWQ EastCoast,2018,28/07/2018 12:00:00
CTWQ EastCoast,2018,28/07/2018 12:00:00
CTWQ EastCoast,2018,28/07/2018 13:00:00
CTWQ Southern,2018,28/07/2018 13:00:00
CTWQ Southern,2018,28/07/2018 13:00:00
CTWQ EastCoast,2018,28/07/2018 13:00:00
CTWQ EastCoast,2018,28/07/2018 14:00:00
CTWQ Southern,2018,28/07/2018 14:00:00
Other,2018,28/07/2018 14:30:00
NeoGeo HongKong,2018 B,28/07/2018 15:00:00
NeoGeo HongKong,2018 B,28/07/2018 15:20:00
NeoGeo HongKong,2018 B,28/07/2018 15:40:00
NeoGeo HongKong,2018 B,28/07/2018 16:00:00
NeoGeo HongKong,2018 B,28/07/2018 16:20:00
NeoGeo HongKong,2018 B,28/07/2018 16:40:00
NeoGeo HongKong,2018 B,28/07/2018 17:00:00
Tetris Deathmatch,Jul-18,29/07/2018 00:00:00
Tetris Deathmatch,Aug-18,5/8/2018 20:00
Tetris Deathmatch,Aug-18,5/8/2018 20:20
Tetris Deathmatch,Aug-18,5/8/2018 20:40
Tetris Deathmatch,Aug-18,5/8/2018 21:00
Tetris Deathmatch,Aug-18,5/8/2018 21:20
Tetris Deathmatch,Aug-18,5/8/2018 21:40
Tetris Deathmatch,Aug-18,5/8/2018 22:00
CTWQ Desert,2018,11/8/2018 12:00
CTWQ Desert,2018,11/8/2018 12:00
CTWQ Desert,2018,11/8/2018 12:00
CTWQ Desert,2018,11/8/2018 12:00
CTWQ Desert,2018,11/8/2018 13:00
CTWQ Desert,2018,11/8/2018 13:00
CTWQ Desert,2018,11/8/2018 14:00
Tetris Deathmatch,Sep-18,18/09/2018 20:00:00
Tetris Deathmatch,Sep-18,28/09/2018 23:00:00
Tetris Deathmatch,Sep-18,28/09/2018 23:30:00
Tetris Deathmatch,Sep-18,29/09/2018 00:30:00
Tetris Deathmatch,Sep-18,29/09/2018 01:00:00
Tetris Deathmatch,Sep-18,29/09/2018 01:30:00
Tetris Deathmatch,Sep-18,29/09/2018 02:00:00
Tetris Deathmatch,Sep-18,29/09/2018 02:30:00
Tetris Deathmatch,Sep-18,29/09/2018 03:00:00
Tetris Deathmatch,Sep-18,29/09/2018 03:30:00
Tetris Deathmatch,Sep-18,29/09/2018 04:00:00
NeoGeo Asia,2018,30/09/2018 12:00:00
NeoGeo Asia,2018,30/09/2018 12:20:00
NeoGeo Asia,2018,30/09/2018 12:40:00
NeoGeo Asia,2018,30/09/2018 13:00:00
NeoGeo Asia,2018,30/09/2018 13:20:00
NeoGeo Asia,2018,30/09/2018 13:40:00
NeoGeo Asia,2018,30/09/2018 14:00:00
CTAO,2018,4/10/2018 9:00
CTAO,2018,4/10/2018 9:10
CTAO,2018,4/10/2018 9:20
CTAO,2018,4/10/2018 9:30
CTAO,2018,4/10/2018 9:40
CTAO,2018,4/10/2018 9:50
CTAO,2018,4/10/2018 10:00
CTAO,2018,4/10/2018 10:10
CTAO,2018,4/10/2018 10:20
CTAO,2018,4/10/2018 10:30
CTAO,2018,4/10/2018 10:40
CTAO,2018,4/10/2018 10:50
CTAO,2018,4/10/2018 11:00
CTAO,2018,4/10/2018 11:10
CTAO,2018,4/10/2018 11:20
CTAO,2018,4/10/2018 11:30
CTAO,2018,4/10/2018 11:40
CTAO,2018,4/10/2018 11:50
CTAO,2018,4/10/2018 12:00
CTAO,2018,4/10/2018 12:10
CTAO,2018,4/10/2018 12:20
CTAO,2018,4/10/2018 12:30
CTAO,2018,4/10/2018 12:40
CTAO,2018,4/10/2018 12:50
CTAO,2018,4/10/2018 13:00
CTAO,2018,4/10/2018 13:10
CTAO,2018,4/10/2018 13:20
CTAO,2018,4/10/2018 13:30
CTAO,2018,4/10/2018 13:40
CTAO,2018,4/10/2018 13:50
CTAO,2018,4/10/2018 14:00
CTM Masters,Oct-18,6/10/2018 18:00
CTM Masters,Oct-18,6/10/2018 18:20
CTM Masters,Oct-18,6/10/2018 18:40
CTM Masters,Oct-18,6/10/2018 19:00
CTM Masters,Oct-18,6/10/2018 19:20
CTM Masters,Oct-18,6/10/2018 19:40
CTM Masters,Oct-18,6/10/2018 20:00
CTM Masters,Oct-18,6/10/2018 20:20
CTM Masters,Oct-18,6/10/2018 20:40
CTM Masters,Oct-18,6/10/2018 21:00
CTM Masters,Oct-18,6/10/2018 21:20
CTM Masters,Oct-18,6/10/2018 21:40
CTM Masters,Oct-18,6/10/2018 22:00
CTM Masters,Oct-18,6/10/2018 22:20
CTM Masters,Oct-18,6/10/2018 22:40
CTM Masters,Oct-18,6/10/2018 23:00
CTM Masters,Oct-18,6/10/2018 23:20
Tetris Deathmatch,Oct-18,14/10/2018 23:00:00
Tetris Deathmatch,Oct-18,14/10/2018 23:30:00
Tetris Deathmatch,Oct-18,15/10/2018 00:00:00
Tetris Deathmatch,Oct-18,15/10/2018 00:30:00
Tetris Deathmatch,Oct-18,15/10/2018 01:00:00
Tetris Deathmatch,Oct-18,15/10/2018 01:30:00
Tetris Deathmatch,Oct-18,15/10/2018 02:00:00
Tetris Deathmatch,Oct-18,15/10/2018 02:30:00
Tetris Deathmatch,Oct-18,15/10/2018 03:00:00
Tetris Deathmatch,Oct-18,15/10/2018 03:30:00
Tetris Deathmatch,Oct-18,15/10/2018 04:00:00
Tetris Deathmatch,Oct-18,15/10/2018 05:00:00
Other,2018,19/10/2018 18:00:00
Other,2018,20/10/2018 18:00:00
CTWC,2018,21/10/2018 17:00:00
CTWC,2018,21/10/2018 17:00:00
CTWC,2018,21/10/2018 17:00:00
CTWC,2018,21/10/2018 17:00:00
CTWC,2018,21/10/2018 17:20:00
CTWC,2018,21/10/2018 17:20:00
CTWC,2018,21/10/2018 17:20:00
CTWC,2018,21/10/2018 17:20:00
CTWC,2018,21/10/2018 17:40:00
CTWC,2018,21/10/2018 17:40:00
CTWC,2018,21/10/2018 17:40:00
CTWC,2018,21/10/2018 17:40:00
CTWC,2018,21/10/2018 18:00:00
CTWC,2018,21/10/2018 18:00:00
CTWC,2018,21/10/2018 18:00:00
CTWC,2018,21/10/2018 18:00:00
CTWC,2018,21/10/2018 18:20:00
CTWC,2018,21/10/2018 18:20:00
CTWC,2018,21/10/2018 18:20:00
CTWC,2018,21/10/2018 18:20:00
CTWC,2018,21/10/2018 18:40:00
CTWC,2018,21/10/2018 18:40:00
CTWC,2018,21/10/2018 18:40:00
CTWC,2018,21/10/2018 18:40:00
CTWC,2018,21/10/2018 19:00:00
CTWC,2018,21/10/2018 19:00:00
CTWC,2018,21/10/2018 19:00:00
CTWC,2018,21/10/2018 19:00:00
CTWC,2018,21/10/2018 19:20:00
CTWC,2018,21/10/2018 19:20:00
CTWC,2018,21/10/2018 19:20:00
CTWC,2018,21/10/2018 19:20:00
CTWC,2018,21/10/2018 19:40:00
CTWC,2018,21/10/2018 19:40:00
CTWC,2018,21/10/2018 20:00:00
CTWC,2018,21/10/2018 20:00:00
CTWC,2018,21/10/2018 20:20:00
CTWC,2018,21/10/2018 20:40:00
CTWC,2018,21/10/2018 21:00:00
CTM Masters,Nov-18,3/11/2018 18:00
CTM Masters,Nov-18,3/11/2018 18:00
CTM Masters,Nov-18,3/11/2018 18:20
CTM Masters,Nov-18,3/11/2018 18:20
CTM Masters,Nov-18,3/11/2018 18:40
CTM Masters,Nov-18,3/11/2018 18:40
CTM Masters,Nov-18,3/11/2018 19:00
CTM Masters,Nov-18,3/11/2018 19:00
CTM Masters,Nov-18,3/11/2018 19:20
CTM Masters,Nov-18,3/11/2018 19:20
CTM Masters,Nov-18,3/11/2018 19:40
CTM Masters,Nov-18,3/11/2018 19:40
CTM Masters,Nov-18,3/11/2018 20:00
CTM Masters,Nov-18,3/11/2018 20:00
CTM Masters,Nov-18,3/11/2018 20:20
CTM Masters,Nov-18,3/11/2018 20:20
CTM Masters,Nov-18,3/11/2018 20:40
CTM Masters,Nov-18,3/11/2018 20:40
CTM Masters,Nov-18,3/11/2018 21:00
CTM Masters,Nov-18,3/11/2018 21:00
CTM Masters,Nov-18,3/11/2018 21:20
CTM Masters,Nov-18,3/11/2018 21:20
CTM Masters,Nov-18,3/11/2018 21:40
CTM Masters,Nov-18,3/11/2018 21:40
CTM Masters,Nov-18,3/11/2018 22:00
CTM Masters,Nov-18,3/11/2018 22:00
CTM Masters,Nov-18,3/11/2018 22:20
CTM Masters,Nov-18,3/11/2018 22:20
CTM Masters,Nov-18,3/11/2018 22:40
Tetris Deathmatch,Nov-18,4/11/2018 23:00
Tetris Deathmatch,Nov-18,4/11/2018 23:20
Tetris Deathmatch,Nov-18,4/11/2018 23:40
Tetris Deathmatch,Nov-18,5/11/2018 0:00
Tetris Deathmatch,Nov-18,5/11/2018 0:20
Tetris Deathmatch,Nov-18,5/11/2018 0:40
Tetris Deathmatch,Nov-18,5/11/2018 1:00
Tetris Deathmatch,Nov-18,5/11/2018 1:20
Tetris Deathmatch,Nov-18,5/11/2018 1:40
Tetris Deathmatch,Nov-18,5/11/2018 2:00
Tetris Deathmatch,Nov-18,5/11/2018 2:20
Tetris Deathmatch,Nov-18,5/11/2018 2:40
Tetris Deathmatch,Nov-18,5/11/2018 3:00
Tetris Deathmatch,Nov-18,5/11/2018 3:20
Tetris Deathmatch,Nov-18,5/11/2018 3:40
Tetris Deathmatch,Nov-18,5/11/2018 4:00
Tetris Deathmatch,Nov-18,5/11/2018 4:20
Tetris Deathmatch,Nov-18,5/11/2018 4:40
Tetris Deathmatch,Nov-18,18/11/2018 23:00:00
Tetris Deathmatch,Nov-18,18/11/2018 23:20:00
Tetris Deathmatch,Nov-18,18/11/2018 23:40:00
Tetris Deathmatch,Nov-18,19/11/2018 00:00:00
